epoch,loss
1,0.42439366644248366
2,0.23373177414759994
3,0.21509517054073513
4,0.20717421523295343
5,0.20427889749407768
6,0.20151458925101906
7,0.19961967878043652
8,0.1986240817932412
9,0.19577430246863514
10,0.19205489428713918
11,0.193682074197568
12,0.19631100026890635
13,0.19252644351217896
14,0.19308130198623985
15,0.19008484936784953
16,0.18714486481621861
17,0.187574747717008
18,0.18723645457066596
19,0.18942686531227082
20,0.18708786636125296
21,0.1886150148930028
22,0.18702209065668285
23,0.18613692559301853
24,0.1857149126008153
25,0.18648175441194326
26,0.18684837454929948
27,0.1868330102879554
28,0.18568729411344975
29,0.18638246890623122
30,0.185368521255441
31,0.18434534291736782
32,0.18559277127496898
33,0.18574164435267448
34,0.18444888235535473
35,0.18328794790431857
36,0.1850582518381998
37,0.18110161321237683
38,0.18269260704983026
39,0.18390360032208264
40,0.18158410023897886
41,0.181601477204822
42,0.18154428899288177
43,0.18234973575454205
44,0.1818638703553006
45,0.18404828198254108
46,0.1809813081054017
47,0.18241956341080368
48,0.1820381733123213
49,0.18175045272801071
50,0.18138059065677226
51,0.18027321866247803
52,0.18296298093628138
53,0.18209294602274895
54,0.18383103993255645
55,0.17894890683237463
56,0.18280121101997793
57,0.18135382735636085
58,0.1820376458344981
59,0.18257013894617558
60,0.181215297896415
61,0.1808403906179592
62,0.18049954704474658
63,0.18052054778672755
64,0.1808980555506423
65,0.1798732173629105
66,0.17949441855307668
67,0.17994006630033255
68,0.1783607843099162
69,0.1804469471098855
70,0.18253503437153995
71,0.1821438753977418
72,0.18204039882402867
73,0.17925660870969296
74,0.18236649443861097
75,0.1807186872465536
76,0.17780168319586664
77,0.17974530544597656
78,0.18222313420847058
79,0.1802702818531543
80,0.18140735942870378
81,0.18085646186955273
82,0.1788284139474854
83,0.18068679561838508
84,0.18029018316883594
85,0.17984080081805587
86,0.18063068576157093
87,0.17833467398304492
88,0.17904694890603423
89,0.18172691203653812
90,0.17884650058113039
91,0.17826933972537518
92,0.17875223967712373
93,0.1779920884873718
94,0.17659016721881926
95,0.17746446235105395
96,0.17817310930695385
97,0.1796667481539771
98,0.181253356160596
99,0.17780864518135786
100,0.17772000283002853
101,0.18020171113312244
102,0.18029499321710318
103,0.17977033893112093
104,0.17665071901865304
105,0.17879166663624346
106,0.17838515725452453
107,0.17800824460573494
108,0.17638098716270179
109,0.17859371565282345
110,0.17551465064752847
111,0.17540295328944921
112,0.17691785714123398
113,0.17681689886376262
114,0.17705137352459133
115,0.1771732943598181
116,0.17700502090156078
117,0.1778025821549818
118,0.17950241407379508
119,0.1762226406717673
120,0.17654066532850266
121,0.17663013364654034
122,0.17492217803373933
123,0.17685516842175275
124,0.1783994467696175
125,0.1765637235948816
126,0.17864642676431686
127,0.1788173671811819
128,0.17696391651406884
129,0.17866296309512109
130,0.17732767842244357
131,0.17556639097165316
132,0.1767684348160401
133,0.17562956642359495
134,0.17761892860289663
135,0.17628661112394184
136,0.17709341505542397
137,0.17902384733315557
138,0.17765060404781252
139,0.17722167214378715
140,0.17740815365687013
141,0.1772670861100778
142,0.17753631144296378
143,0.17603858816437423
144,0.17764456872828305
145,0.1771412113448605
146,0.17461485927924514
147,0.17611108359415084
148,0.17631935980170965
149,0.17525666067376733
150,0.17956882680300623
151,0.17773531167767942
152,0.17592928931117058
153,0.17621622467413545
154,0.17681805067695677
155,0.17785339010879397
156,0.17726171074900776
157,0.1759403187315911
158,0.17615328845568
159,0.17600548220798373
160,0.17554150288924575
161,0.17729235044680536
162,0.17634442611597478
163,0.17655008402653039
164,0.17868957354221493
165,0.1766479859361425
166,0.17457868217024952
167,0.17777408997062594
168,0.17694021784700453
169,0.1781164623098448
170,0.17348990007303655
171,0.17549910361412913
172,0.17426866758614779
173,0.1756041789194569
174,0.17658359766937792
175,0.17769681464415044
176,0.1748975112568587
177,0.17437527317088097
178,0.1750064882216975
179,0.17589848558418453
180,0.17592012451495975
181,0.17594583262689412
182,0.17588192177936435
183,0.17401734925806522
184,0.17671629041433334
185,0.17470959713682532
186,0.17637388547882438
187,0.17358627077192068
188,0.17485389264766127
189,0.1757245153421536
190,0.17489775095600635
191,0.17363784124609083
192,0.1761929166968912
193,0.17624906240962446
194,0.17623270419426262
195,0.17438945721369237
196,0.17461828829254955
197,0.17565187567379326
198,0.17462556913960725
199,0.17455717630218714
200,0.1780335633084178
